Date,TransactionType,SBD,Steem,SteemPower,Vests,TransactionID,Memo
2017-03-01T11:45:30,vote,IGNORE,"{'block': 9791582,  'op': ['vote',         {'author': 'williambanks',          'permlink': 're-nextgen622-re-williambanks-introduction-to-viva-part-5-viva-can-you-bet-201731t223659645z-20170301t114359667z',          'voter': 'tradeqwik',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-01T11:45:30',  'trx_id': '2c46be578ff5a26c1e801c5cb6400ec11b513432',  'trx_in_block': 1,  'virtual_op': 0}"
2017-03-01T11:45:36,vote,IGNORE,"{'block': 9791584,  'op': ['vote',         {'author': 'williambanks',          'permlink': 're-ryivhnn-re-williambanks-introduction-to-viva-part-5-viva-can-you-bet-20170301t114156800z',          'voter': 'tradeqwik',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-01T11:45:36',  'trx_id': '9f95a15c56747b81b93cebc2ed38dd2eb45b4ae3',  'trx_in_block': 0,  'virtual_op': 0}"
2017-03-01T11:56:57,vote,IGNORE,"{'block': 9791811,  'op': ['vote',         {'author': 'okean123',          'permlink': 're-williambanks-introduction-to-viva-part-5-viva-can-you-bet-20170301t115559683z',          'voter': 'tradeqwik',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-01T11:56:57',  'trx_id': '0e6d6e976d7820bea74380fe3416f2243aefbbc2',  'trx_in_block': 3,  'virtual_op': 0}"
2017-03-01T12:07:09,curation_reward,IGNORE,"{'block': 9792014,  'op': ['curation_reward',         {'comment_author': 'dragosroua',          'comment_permlink': 'the-abc-of-measuring-how-a-community-creates-value',          'curator': 'tradeqwik',          'reward': '10.409859 VESTS'}],  'op_in_trx': 1,  'timestamp': '2017-03-01T12:07:09',  'trx_id': '0000000000000000000000000000000000000000',  'trx_in_block': 3,  'virtual_op': 0}"
2017-03-02T02:14:42,vote,IGNORE,"{'block': 9808962,  'op': ['vote',         {'author': 'tradeqwik',          'permlink': 'only-tradeqwik-lets-you-convert-golos-backed-gold-gbg-directly-to-real-gold',          'voter': 'badassbarbie',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-02T02:14:42',  'trx_id': '1d537c82e0dabd1071b5458014149f86d82c3c70',  'trx_in_block': 1,  'virtual_op': 0}"
2017-03-02T03:35:57,transfer,740.0,0,0,691af5bb8b60c4b96af65b0d14fb9c78d3b02ba6,7459125207434872497
2017-03-02T06:35:06,curation_reward,IGNORE,"{'block': 9814167,  'op': ['curation_reward',         {'comment_author': 'williambanks',          'comment_permlink': 'introduction-to-viva-part-5-viva-can-you-bet',          'curator': 'tradeqwik',          'reward': '8.327572 VESTS'}],  'op_in_trx': 1,  'timestamp': '2017-03-02T06:35:06',  'trx_id': '0000000000000000000000000000000000000000',  'trx_in_block': 3,  'virtual_op': 0}"
2017-03-02T20:44:54,vote,IGNORE,"{'block': 9831161,  'op': ['vote',         {'author': 'vivacoin',          'permlink': 'viva-contest-so-you-think-you-can-graphic-artz',          'voter': 'tradeqwik',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-02T20:44:54',  'trx_id': '7c4c856cc9ae5da4b38282dc5f3f39cdebbb1541',  'trx_in_block': 0,  'virtual_op': 0}"
2017-03-02T20:45:03,custom_json,IGNORE,"{'block': 9831164,  'op': ['custom_json',         {'id': 'follow',          'json': '[""reblog"",{""account"":""tradeqwik"",""author"":""vivacoin"",""permlink"":""viva-contest-so-you-think-you-can-graphic-artz""}]',          'required_auths': [],          'required_posting_auths': ['tradeqwik']}],  'op_in_trx': 0,  'timestamp': '2017-03-02T20:45:03',  'trx_id': '0083e8f087f2e09ad20fbd288e596c977a24a0b8',  'trx_in_block': 4,  'virtual_op': 0}"
2017-03-03T11:36:33,transfer,0,1000.0,0,c0d3aa5381d414b9fdf8ae7c06fac4426a6e677a,820e9640000511e7bf213b02832761e4
2017-03-03T11:39:45,limit_order_create,TODO,"{'block': 9849036,  'op': ['limit_order_create',         {'amount_to_sell': '913.826 SBD',          'expiration': '1969-12-31T23:59:59',          'fill_or_kill': False,          'min_to_receive': '9138.260 STEEM',          'orderid': 1488541174,          'owner': 'tradeqwik'}],  'op_in_trx': 0,  'timestamp': '2017-03-03T11:39:45',  'trx_id': '4c230fa27fad11bce7fd9b8200597575270df28e',  'trx_in_block': 0,  'virtual_op': 0}"
2017-03-03T11:39:45,fill_order,TODO,"{'current_owner': 'tradeqwik', 'current_orderid': 1488541174, 'current_pays': '49.398 SBD', 'open_owner': 'teamsmooth-mm', 'open_orderid': 2000, 'open_pays': '516.885 STEEM'}",0,4c230fa27fad11bce7fd9b8200597575270df28e
2017-03-03T11:39:45,fill_order,TODO,"{'current_owner': 'tradeqwik', 'current_orderid': 1488541174, 'current_pays': '5.000 SBD', 'open_owner': 'tfj', 'open_orderid': 1488477919, 'open_pays': '50.510 STEEM'}",0,4c230fa27fad11bce7fd9b8200597575270df28e
2017-03-03T11:39:45,fill_order,TODO,"{'current_owner': 'tradeqwik', 'current_orderid': 1488541174, 'current_pays': '779.672 SBD', 'open_owner': 'berniesanders', 'open_orderid': 1488432516, 'open_pays': '7796.720 STEEM'}",0,4c230fa27fad11bce7fd9b8200597575270df28e
2017-03-03T11:39:45,fill_order,TODO,"{'current_owner': 'tradeqwik', 'current_orderid': 1488541174, 'current_pays': '79.756 SBD', 'open_owner': 'berniesanders', 'open_orderid': 1488432806, 'open_pays': '797.560 STEEM'}",0,4c230fa27fad11bce7fd9b8200597575270df28e
2017-03-03T11:46:45,transfer,0,9000.0,0,43823973b585f1d5242f96fba2ef3589de44ba23,a643b23a-0f51-47c5-ac9d-a5d93bcfa4f0
2017-03-03T11:55:21,comment,IGNORE,"{'block': 9849348,  'op': ['comment',         {'author': 'tradeqwik',          'body': 'VIVA & TradeQwik have some options.  Stop by '                  'https://www.tradeqwik.com and register an account then hop '                  'in https://chat.vivaco.in/ and DM me I can walk you through '                  'it.  We specialize in remittance processing, but could just '                  'as easily do a cash sale.',          'json_metadata': '{""tags"":[""steemit""],""links"":[""https://www.tradeqwik.com""],""app"":""steemit/0.1""}',          'parent_author': 'countryinspired',          'parent_permlink': 'i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'title': ''}],  'op_in_trx': 0,  'timestamp': '2017-03-03T11:55:21',  'trx_id': '8d2a3896e9577943664e4ac2c074d5be59aa363e',  'trx_in_block': 0,  'virtual_op': 0}"
2017-03-03T11:56:12,comment,IGNORE,"{'block': 9849365,  'op': ['comment',         {'author': 'tradeqwik',          'body': '@@ -242,8 +242,105 @@\n'                  ' sh sale.\n'                  '+  Me being @williambanks in this case :D  Man I need to '                  'stop commenting from the company account.\n',          'json_metadata': '{""tags"":[""steemit""],""links"":[""https://www.tradeqwik.com""],""app"":""steemit/0.1"",""users"":[""williambanks""]}',          'parent_author': 'countryinspired',          'parent_permlink': 'i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'title': ''}],  'op_in_trx': 0,  'timestamp': '2017-03-03T11:56:12',  'trx_id': '55f8537dbbe435f2c457a0bc71a90cab5f387374',  'trx_in_block': 2,  'virtual_op': 0}"
2017-03-03T12:01:51,vote,IGNORE,"{'block': 9849478,  'op': ['vote',         {'author': 'tradeqwik',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'voter': 'cryptomancer',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-03T12:01:51',  'trx_id': 'f38a9bb5a54635d615051b65259f3bc0dd40af61',  'trx_in_block': 1,  'virtual_op': 0}"
2017-03-03T12:07:24,vote,IGNORE,"{'block': 9849588,  'op': ['vote',         {'author': 'tradeqwik',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'voter': 'countryinspired',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-03T12:07:24',  'trx_id': '587db4a5ac3cb00b18a97dfb34f6624e241c1cbe',  'trx_in_block': 4,  'virtual_op': 0}"
2017-03-03T12:17:12,vote,IGNORE,"{'block': 9849779,  'op': ['vote',         {'author': 'tradeqwik',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'voter': 'kenny-crane',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-03T12:17:12',  'trx_id': 'd1741bf49fcf1df452dab1bc392590aee8fd0790',  'trx_in_block': 2,  'virtual_op': 0}"
2017-03-03T12:30:15,vote,IGNORE,"{'block': 9850040,  'op': ['vote',         {'author': 'tradeqwik',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'voter': 'okean123',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-03T12:30:15',  'trx_id': '42fff8d9ba72014d4e9702d399470723c31cbf4d',  'trx_in_block': 2,  'virtual_op': 0}"
2017-03-03T12:48:24,vote,IGNORE,"{'block': 9850403,  'op': ['vote',         {'author': 'tradeqwik',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'voter': 'tradeqwik',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-03T12:48:24',  'trx_id': '0218cf8207548d5e12785a5a1d3376aef93189c4',  'trx_in_block': 0,  'virtual_op': 0}"
2017-03-03T12:49:06,comment,IGNORE,"{'block': 9850417,  'op': ['comment',         {'author': 'tradeqwik',          'body': '@@ -100,16 +100,28 @@\n'                  '  hop in \n'                  '+%5Bviva chat%5D(\n'                  ' https://\n'                  '@@ -135,16 +135,17 @@\n'                  ' vaco.in/\n'                  '+)\n'                  '  and DM \n',          'json_metadata': '{""tags"":[""steemit""],""links"":[""https://www.tradeqwik.com"",""https://chat.vivaco.in/""],""app"":""steemit/0.1"",""users"":[""williambanks""]}',          'parent_author': 'countryinspired',          'parent_permlink': 'i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'title': ''}],  'op_in_trx': 0,  'timestamp': '2017-03-03T12:49:06',  'trx_id': 'fbc5c7f40066f4e83d6963b283e14060b4a90e5b',  'trx_in_block': 1,  'virtual_op': 0}"
2017-03-03T13:00:24,vote,IGNORE,"{'block': 9850643,  'op': ['vote',         {'author': 'tradeqwik',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'voter': 'thecryptofiend',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-03T13:00:24',  'trx_id': '0e2c01663c3e663feee5dda95f2d3158eed0a80e',  'trx_in_block': 2,  'virtual_op': 0}"
2017-03-03T13:08:39,vote,IGNORE,"{'block': 9850808,  'op': ['vote',         {'author': 'okean123',          'permlink': 'codes-that-can-not-be-cracked-til-today',          'voter': 'tradeqwik',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-03T13:08:39',  'trx_id': '5e89b741ee65f0d6a01496e6fa508ad1420745ad',  'trx_in_block': 3,  'virtual_op': 0}"
2017-03-03T13:10:06,comment,IGNORE,"{'block': 9850837,  'op': ['comment',         {'author': 'tradeqwik',          'body': 'As a thank you for being an active trader at TradeQwik, we '                  'are upvoting this post at 100% power.  Enjoy!',          'json_metadata': '{""tags"":[""life""],""app"":""steemit/0.1""}',          'parent_author': 'okean123',          'parent_permlink': 'codes-that-can-not-be-cracked-til-today',          'permlink': 're-okean123-codes-that-can-not-be-cracked-til-today-20170303t131006287z',          'title': ''}],  'op_in_trx': 0,  'timestamp': '2017-03-03T13:10:06',  'trx_id': '293e2f0b2af3ee246fdaa9580ca1fb59b54d1ae4',  'trx_in_block': 6,  'virtual_op': 0}"
2017-03-03T13:13:24,comment,IGNORE,"{'block': 9850903,  'op': ['comment',         {'author': 'tradeqwik',          'body': '@@ -38,16 +38,17 @@\n'                  ' ader at \n'                  '+%5B\n'                  ' TradeQwi\n'                  '@@ -48,16 +48,36 @@\n'                  ' radeQwik\n'                  '+%5D(www.tradeqwik.com)\n'                  ' , we are\n',          'json_metadata': '{""tags"":[""life""],""app"":""steemit/0.1"",""links"":[""www.tradeqwik.com""]}',          'parent_author': 'okean123',          'parent_permlink': 'codes-that-can-not-be-cracked-til-today',          'permlink': 're-okean123-codes-that-can-not-be-cracked-til-today-20170303t131006287z',          'title': ''}],  'op_in_trx': 0,  'timestamp': '2017-03-03T13:13:24',  'trx_id': 'dfe41c60c719fb997dfcfeb710c422e0d46c661c',  'trx_in_block': 0,  'virtual_op': 0}"
2017-03-03T13:13:42,comment,IGNORE,"{'block': 9850909,  'op': ['comment',         {'author': 'okean123',          'body': 'Thank you!',          'json_metadata': '{""tags"":[""life""],""app"":""steemit/0.1""}',          'parent_author': 'tradeqwik',          'parent_permlink': 're-okean123-codes-that-can-not-be-cracked-til-today-20170303t131006287z',          'permlink': 're-tradeqwik-re-okean123-codes-that-can-not-be-cracked-til-today-20170303t131337249z',          'title': ''}],  'op_in_trx': 0,  'timestamp': '2017-03-03T13:13:42',  'trx_id': '0020cbf1dc441219337add8c9284675014660d36',  'trx_in_block': 1,  'virtual_op': 0}"
2017-03-03T13:13:54,vote,IGNORE,"{'block': 9850913,  'op': ['vote',         {'author': 'okean123',          'permlink': 're-williambanks-re-okean123-codes-that-can-not-be-cracked-til-today-20170303t131314268z',          'voter': 'tradeqwik',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-03T13:13:54',  'trx_id': 'dbf0378eec08031137c4a4ad64221a4100ce4a97',  'trx_in_block': 15,  'virtual_op': 0}"
2017-03-03T13:14:18,vote,IGNORE,"{'block': 9850921,  'op': ['vote',         {'author': 'okean123',          'permlink': 're-tradeqwik-re-okean123-codes-that-can-not-be-cracked-til-today-20170303t131337249z',          'voter': 'tradeqwik',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-03T13:14:18',  'trx_id': '391c8018f89460afe8e474006fa6cbb0036dcd0e',  'trx_in_block': 4,  'virtual_op': 0}"
2017-03-03T15:05:27,vote,IGNORE,"{'block': 9853144,  'op': ['vote',         {'author': 'tradeqwik',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'voter': 'giantbear',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-03T15:05:27',  'trx_id': '08ea85202948767c4cc66a4e45682387e4057b87',  'trx_in_block': 1,  'virtual_op': 0}"
2017-03-03T15:07:27,vote,IGNORE,"{'block': 9853184,  'op': ['vote',         {'author': 'j3dy',          'permlink': 're-freebornangel-re-j3dy-re-freebornangel-re-krnel-who-is-best-suited-to-manage-a-community-and-make-decisions-20170303t150553424z',          'voter': 'tradeqwik',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-03T15:07:27',  'trx_id': '036e740e3f5f824b4e0110701d27d98f192ff728',  'trx_in_block': 1,  'virtual_op': 0}"
2017-03-03T15:07:39,custom_json,IGNORE,"{'block': 9853188,  'op': ['custom_json',         {'id': 'follow',          'json': '[""follow"",{""follower"":""tradeqwik"",""following"":""j3dy"",""what"":[""blog""]}]',          'required_auths': [],          'required_posting_auths': ['tradeqwik']}],  'op_in_trx': 0,  'timestamp': '2017-03-03T15:07:39',  'trx_id': '7c5f2a0fa451de38d536e4da1fa9613f383c23e1',  'trx_in_block': 0,  'virtual_op': 0}"
2017-03-03T15:07:57,comment,IGNORE,"{'block': 9853194,  'op': ['comment',         {'author': 'tradeqwik',          'body': ""Well I'm following you now.  So I hope that helps!"",          'json_metadata': '{""tags"":[""steemit""],""app"":""steemit/0.1""}',          'parent_author': 'j3dy',          'parent_permlink': 're-freebornangel-re-j3dy-re-freebornangel-re-krnel-who-is-best-suited-to-manage-a-community-and-make-decisions-20170303t150553424z',          'permlink': 're-j3dy-re-freebornangel-re-j3dy-re-freebornangel-re-krnel-who-is-best-suited-to-manage-a-community-and-make-decisions-20170303t150755781z',          'title': ''}],  'op_in_trx': 0,  'timestamp': '2017-03-03T15:07:57',  'trx_id': '823d1178a9477a341ec800f47a52a7ab763b1206',  'trx_in_block': 2,  'virtual_op': 0}"
2017-03-03T15:09:15,comment,IGNORE,"{'block': 9853220,  'op': ['comment',         {'author': 'williambanks',          'body': 'I really need to remember to log out of @tradeqwik before '                  'commenting.',          'json_metadata': '{""tags"":[""steemit""],""users"":[""tradeqwik""],""app"":""steemit/0.1""}',          'parent_author': 'tradeqwik',          'parent_permlink': 're-j3dy-re-freebornangel-re-j3dy-re-freebornangel-re-krnel-who-is-best-suited-to-manage-a-community-and-make-decisions-20170303t150755781z',          'permlink': 're-tradeqwik-re-j3dy-re-freebornangel-re-j3dy-re-freebornangel-re-krnel-who-is-best-suited-to-manage-a-community-and-make-decisions-20170303t150913419z',          'title': ''}],  'op_in_trx': 0,  'timestamp': '2017-03-03T15:09:15',  'trx_id': '539ce4b0ed4a2d66651d3fee205e2b832e870fad',  'trx_in_block': 0,  'virtual_op': 0}"
2017-03-03T15:15:54,comment,IGNORE,"{'block': 9853353,  'op': ['comment',         {'author': 'j3dy',          'body': 'xoxo so it was you :D yu guys running multiple accounts, '                  'come on no fair :D \n'                  '\n'                  'Still have to read the VIVA post \n'                  '\n'                  'Cheers @williambanks !!! \n'                  '\n'                  ""I'm out for now :) \n""                  '\n'                  'I will be posting hopefully soon enough, the tide has calmed '                  'down so I can ride the boat again I suppose :)',          'json_metadata': '{""tags"":[""steemit""],""users"":[""williambanks""],""app"":""steemit/0.1""}',          'parent_author': 'tradeqwik',          'parent_permlink': 're-j3dy-re-freebornangel-re-j3dy-re-freebornangel-re-krnel-who-is-best-suited-to-manage-a-community-and-make-decisions-20170303t150755781z',          'permlink': 're-tradeqwik-re-j3dy-re-freebornangel-re-j3dy-re-freebornangel-re-krnel-who-is-best-suited-to-manage-a-community-and-make-decisions-20170303t151548327z',          'title': ''}],  'op_in_trx': 0,  'timestamp': '2017-03-03T15:15:54',  'trx_id': '6242fbd165ada932f6f453b9f12830b01fea8b56',  'trx_in_block': 1,  'virtual_op': 0}"
2017-03-03T15:24:06,vote,IGNORE,"{'block': 9853517,  'op': ['vote',         {'author': 'tradeqwik',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'voter': 'kooshikoo',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-03T15:24:06',  'trx_id': '6d1ac76800b189edb1a747258d4036704adeb0ce',  'trx_in_block': 1,  'virtual_op': 0}"
2017-03-03T18:47:54,comment,IGNORE,"{'block': 9857592,  'op': ['comment',         {'author': 'englishtchrivy',          'body': '@tradeqwik I knew it !\n'                  ""It's also you @williambanks! you replied to me with this one ""                  'as well haha',          'json_metadata': '{""tags"":[""steemit""],""users"":[""tradeqwik"",""williambanks""],""app"":""steemit/0.1""}',          'parent_author': 'tradeqwik',          'parent_permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'permlink': 're-tradeqwik-re-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t184804185z',          'title': ''}],  'op_in_trx': 0,  'timestamp': '2017-03-03T18:47:54',  'trx_id': 'cc33344218bc412c17ed37377066018c8ecd58cc',  'trx_in_block': 11,  'virtual_op': 0}"
2017-03-03T22:03:48,curation_reward,IGNORE,"{'block': 9861503,  'op': ['curation_reward',         {'comment_author': 'vivacoin',          'comment_permlink': 'viva-contest-so-you-think-you-can-graphic-artz',          'curator': 'tradeqwik',          'reward': '2.081724 VESTS'}],  'op_in_trx': 1,  'timestamp': '2017-03-03T22:03:48',  'trx_id': '0000000000000000000000000000000000000000',  'trx_in_block': 5,  'virtual_op': 0}"
2017-03-04T01:09:45,comment,IGNORE,"{'block': 9865223,  'op': ['comment',         {'author': 'barrydutton',          'body': 'LOL',          'json_metadata': '{""tags"":[""steemit""],""app"":""steemit/0.1""}',          'parent_author': 'tradeqwik',          'parent_permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'permlink': 're-tradeqwik-re-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170304t010946758z',          'title': ''}],  'op_in_trx': 0,  'timestamp': '2017-03-04T01:09:45',  'trx_id': 'ca07d20bf1e058fd672698b0211ce38a0febdfe0',  'trx_in_block': 1,  'virtual_op': 0}"
2017-03-04T03:21:09,vote,IGNORE,"{'block': 9867851,  'op': ['vote',         {'author': 'tradeqwik',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'voter': 'nextgen622',          'weight': 9600}],  'op_in_trx': 0,  'timestamp': '2017-03-04T03:21:09',  'trx_id': 'e208015549a144be41180084c4c91189b6f18935',  'trx_in_block': 0,  'virtual_op': 0}"
2017-03-04T10:35:36,vote,IGNORE,"{'block': 9876538,  'op': ['vote',         {'author': 'tradeqwik',          'permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'voter': 'jaki01',          'weight': 5000}],  'op_in_trx': 0,  'timestamp': '2017-03-04T10:35:36',  'trx_id': 'cf331ffe7a121f2371cb258ecf66b23e0bbda38e',  'trx_in_block': 0,  'virtual_op': 0}"
2017-03-04T20:04:30,curation_reward,IGNORE,"{'block': 9887911,  'op': ['curation_reward',         {'comment_author': 'tradeqwik',          'comment_permlink': 're-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t115519103z',          'curator': 'tradeqwik',          'reward': '8.326522 VESTS'}],  'op_in_trx': 1,  'timestamp': '2017-03-04T20:04:30',  'trx_id': '0000000000000000000000000000000000000000',  'trx_in_block': 3,  'virtual_op': 0}"
2017-03-04T20:04:30,author_reward,0.002,0.13,316.407866,0000000000000000000000000000000000000000
2017-03-05T00:56:51,transfer,92.612,0,0,7cd045d62897ab36574a1812c531f459565eb2c5,3121281560688057220
2017-03-05T01:07:36,vote,IGNORE,"{'block': 9893973,  'op': ['vote',         {'author': 'englishtchrivy',          'permlink': 're-tradeqwik-re-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170303t184804185z',          'voter': 'tradeqwik',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-05T01:07:36',  'trx_id': '5c13a6ff95f0b32674763a8323e9182019e1eccc',  'trx_in_block': 0,  'virtual_op': 0}"
2017-03-05T01:07:42,vote,IGNORE,"{'block': 9893975,  'op': ['vote',         {'author': 'barrydutton',          'permlink': 're-tradeqwik-re-countryinspired-i-tried-to-buy-10-000-steem-last-night-but-failed-i-could-use-some-suggestions-please-20170304t010946758z',          'voter': 'tradeqwik',          'weight': 10000}],  'op_in_trx': 0,  'timestamp': '2017-03-05T01:07:42',  'trx_id': 'f136efb7f4043ddc58a19ca00978fc1f188003b0',  'trx_in_block': 1,  'virtual_op': 0}"
2017-03-05T01:09:12,limit_order_create,TODO,"{'block': 9894005,  'op': ['limit_order_create',         {'amount_to_sell': '92.614 SBD',          'expiration': '1969-12-31T23:59:59',          'fill_or_kill': False,          'min_to_receive': '926.140 STEEM',          'orderid': 1488676146,          'owner': 'tradeqwik'}],  'op_in_trx': 0,  'timestamp': '2017-03-05T01:09:12',  'trx_id': '0379f6fb06107209cacd62f07692e7efa5cbec84',  'trx_in_block': 5,  'virtual_op': 0}"
2017-03-05T01:09:12,fill_order,TODO,"{'current_owner': 'tradeqwik', 'current_orderid': 1488676146, 'current_pays': '50.000 SBD', 'open_owner': 'teamsmooth-mm', 'open_orderid': 2000, 'open_pays': '531.898 STEEM'}",0,0379f6fb06107209cacd62f07692e7efa5cbec84
2017-03-05T01:09:12,fill_order,TODO,"{'current_owner': 'tradeqwik', 'current_orderid': 1488676146, 'current_pays': '8.626 SBD', 'open_owner': 'kingscrown', 'open_orderid': 1488670010, 'open_pays': '90.000 STEEM'}",0,0379f6fb06107209cacd62f07692e7efa5cbec84
2017-03-05T01:09:12,fill_order,TODO,"{'current_owner': 'tradeqwik', 'current_orderid': 1488676146, 'current_pays': '33.988 SBD', 'open_owner': 'paco-steem', 'open_orderid': 1781645651, 'open_pays': '352.694 STEEM'}",0,0379f6fb06107209cacd62f07692e7efa5cbec84
2017-03-05T01:09:57,transfer_to_vesting,0,"{'from': 'tradeqwik', 'to': 'tradeqwik', 'amount': '1000.000 STEEM'}",0,0,56982820f1669602f871658434f6c46b10dfae86
2017-03-05T01:10:42,withdraw_vesting,0,0,12836309.716177,25f51ce9fa1264f895743f3720be93e097766d6c
